Handle,Variant Barcode,Title,Body (HTML),Vendor,Product Category,Type,Tags,Option1 Name,Option1 Value,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Gift Card,Variant Weight Unit,Cost per item,Included / United States,Included / International,Status
holiday-billie-music-for-torching-limited-180-gram-pink-colored-vinyl-with-bonus-tracks-spain-import-limited-edition-180-gram-vinyl-colored-vinyl-pink-bonus-tracks-20250919,8436563186639,"Holiday, Billie - Music For Torching - Limited 180-Gram Pink Colored Vinyl with Bonus Tracks LP (Spain - Import, Limited Edition, 180 Gram Vinyl, Colored Vinyl, Pink, Bonus Tracks)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>After an impasse in which she mostly recorded with tightly arranged groups (for Commodore) and big bands with strings (for Decca), Billie signed her last longtermcontract with Norman Granz. When he signed her as a recording artist in 1952, he tried to repeat the small group magic of her early days. She participated on various sessions surrounded by old friends like Benny Carter, Ben Webster, Harry ""Sweets"" Edison"", Charlie Shavers and Cozy Cole, all of whom had participated on dates with her in the 1930s, plus other big names from Granz's payroll at the time, such as Benny Carter, Harry ""Sweets"" Edison, and Jimmy Rowles. Music for Torching contains some of Billie's best sides from that period. 180-GRAM COLORED PINK VINYL - THE COMPLETE ALBUM + 2 BONUS TRACKS Contains new specially prepared liner notes by Penguin Guide to Jazz's writer BRIAN MORTON and by Paris' prestigious JAZZ MAGAZINE. LIMITED EDITION</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,21.3923,28.3923,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/85/4438585-3434787.jpg,FALSE,lb,15.392299999999999,TRUE,TRUE,draft
gilberto-joao-chega-de-saudade-limited-180-gram-crystal-clear-vinyl-with-bonus-tracks-spain-import-limited-edition-180-gram-vinyl-clear-vinyl-bonus-tracks-20250919,8435723701903,"Gilberto, Joao - Chega De Saudade - Limited 180-Gram Crystal Clear Vinyl with Bonus Tracks LP (Spain - Import, Limited Edition, 180 Gram Vinyl, Clear Vinyl, Bonus Tracks)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>The bossa nova style, which João Gilberto introduced in 1957, created a sensation in the musical circles of Rio's Zona Sul, and many young guitarists sought to imitate it. It was first heard on record in 1958 in a recording of ""Chega de Saudade"", a song by Jobim and Vinícius de Moraes. Gilberto had first accompanied singer Elizeth Cardoso as her guitarist in a recording of this song. Shortly after this recording, Gilberto made his own debut single of the same song, in the new style, followed by the 1959 LP, Chega de Saudade, launching Gilberto's career and the bossa nova craze. THE COMPLETE ALBUM + 8 BONUS TRACKS - 180-GRAM CRYSTAL CLEAR VINYL - LIMITED EDITION</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,21.3923,28.3923,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/14/4438614-3436438.jpg,FALSE,lb,15.392299999999999,TRUE,TRUE,draft
oxys-casting-pearls-before-swine-limited-edition-20250919,889466677113,Oxys - Casting Pearls Before Swine LP (Limited Edition),"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,27.5446,34.5446,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/24/4450224-3434035.jpg,FALSE,lb,21.5446,TRUE,TRUE,draft
anathema-crestfallen-20250919,801056725318,Anathema - Crestfallen LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,26.7746,33.7746,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/46/4450246-3434013.jpg,FALSE,lb,20.7746,TRUE,TRUE,draft
delish-dip-20250919,7041889512386,Delish - Dip LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,140,shopify,continue,manual,29.862299999999998,36.8623,TRUE,TRUE,,FALSE,lb,23.862299999999998,TRUE,TRUE,draft
thin-lizzy-black-rose-a-rock-legend-20250919,829421033387,Thin Lizzy - Black Rose - A Rock Legend LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,35.2446,42.2446,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/34/4450234-3434027.jpg,FALSE,lb,29.2446,TRUE,TRUE,draft
yukon-blonde-friendship-rock-n-roll-20250919,821826039278,Yukon Blonde - Friendship & Rock 'N' Roll LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,26.7746,33.7746,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/30/4450230-3434026.jpg,FALSE,lb,20.7746,TRUE,TRUE,draft
arrows-in-action-i-think-i-ve-been-here-before-20250919,067003171410,Arrows in Action - I Think I'Ve Been Here Before LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>For alternative pop trio Arrows in Action, nostalgia is not only a double-edged sword but also the thread that binds their highly-anticipated second album, ""I Think I've Been Here Before"". The success of their lead single ""Cheekbones"" has further cemented AiA as the face of the alt-fused pop crossover scene. Following their critically acclaimed debut full-length album, Arrows in Action have amassed legions of die-hard fans captivated by their infectious music, charismatic stage presence, and ability to fuse razor-sharp hooks with sincere and evocative performances.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,26.7746,33.7746,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/39/4427439-3393120.jpg,FALSE,lb,20.7746,TRUE,TRUE,draft
sabra-julia-natural-history-museum-20250919,5056321656186,"Sabra, Julia - Natural History Museum LP","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,33.7046,40.7046,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/10/4431910-3436702.jpg,FALSE,lb,27.7046,TRUE,TRUE,draft
cardiacs-lsd-colored-vinyl-gatefold-lp-jacket-booklet-digital-download-card-20250919,5060921976322,"Cardiacs - Lsd LP (Colored Vinyl, Gatefold LP Jacket, Booklet, Digital Download Card)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,44.4846,51.4846,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/22/4450222-3434004.jpg,FALSE,lb,38.4846,TRUE,TRUE,draft
exodus-bonded-by-blood-md06-bloodshot-colored-vinyl-20250919,199538001518,"Exodus - Bonded By Blood (MD06, Bloodshot) LP (Colored Vinyl)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,25.2346,32.2346,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/23/4450223-3434001.jpg,FALSE,lb,19.2346,TRUE,TRUE,draft
cosmic-reaper-bleed-the-wicked-drown-the-damned-20250919,694685737360,"Cosmic Reaper - Bleed The Wicked, Drown The Damned LP","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,31.394599999999997,38.3946,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/80/4449380-3431250.jpg,FALSE,lb,25.394599999999997,TRUE,TRUE,draft
tjader-cal-ritmo-caliente-limited-180-gram-vinyl-with-bonus-tracks-spain-import-limited-edition-180-gram-vinyl-bonus-tracks-20250919,8436563186615,"Tjader, Cal - Ritmo Caliente - Limited 180-Gram Vinyl with Bonus Tracks LP (Spain - Import, Limited Edition, 180 Gram Vinyl, Bonus Tracks)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>Originally recorded between 1954 and 1955, 'Ritmo Caliente' stands among Cal Tjader's finest achievements during his early Fantasy Records period. Tjader - a non-Latino musician deeply immersed in Afro-Cuban and Latin jazz traditions - gathered a vibrant ensemble of percussionists and jazz soloists, capturing the spirited rhythms of mambo, cha-cha, and Afro-Caribbean styles. This 180-gram virgin vinyl reissue restores the full original album and adds four essential bonus tracks recorded between 1956 and 1959, showcasing collaborations with Vince Guaraldi, Mongo Santamaria, Paul Horn, and others. A definitive snapshot of mid-century Latin jazz at it's most joyful and percussive.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,21.3923,28.3923,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/06/4438506-3434786.jpg,FALSE,lb,15.392299999999999,TRUE,TRUE,draft
